Title,Description,urls
" Python Programming Exercises, Gently Explained (Al Sweigart)",This is the perfect book for beginner and intermediate programmers who want to test their Python skills but aren’t ready to begin professional-level software development. The 42 programming exercises in this book let you practice what you've learned.,https://freecomputerbooks.com/Python-Programming-Exercises-Gently-Explained.html
 Functional Programming in Python (David Mertz),"It describes ways to avoid Python’s imperative-style flow control, the nuances of callable functions, how to work lazily with iterators, and the use of higher-order functions. He also lists several third-party Python libraries useful for functional programming.",https://freecomputerbooks.com/Functional-Programming-in-Python.html
" Python 3 Patterns, Recipes and Idioms (Bruce Eckel, et al)","This book is aimed at more experienced Python programmers who are looking to deepen their understanding of the language and modern programming idioms. It focuses on some of the more advanced techniques used by libraries, frameworks, and applications.",https://freecomputerbooks.com/Python-3-Patterns-Recipes-and-Idioms.html
 The Recursive Book of Recursion using Python (Al Sweigart),"Recursion has an intimidating reputation. This book uses Python and JavaScript examples to teach the basics of recursion, exposing the ways that it's often poorly taught and clarifying the fundamental principles of all recursive algorithms.",https://freecomputerbooks.com/The-Recursive-Book-of-Recursion-Ace-the-Coding-Interview-with-Python-and-JavaScript.html
 O'Reilly® Python Data Science Handbook: Essential Tools,"Several resources exist for individual pieces of this data science stack, but only with the Python Data Science Handbook do you get them all - IPython, NumPy, Pandas, Matplotlib, Scikit-Learn, and other related tools.",https://freecomputerbooks.com/Python-Data-Science-Handbook.html
 Modeling and Simulation in Python (Allen B. Downey),"This book is an introduction to physical modeling using a computational approach with Python. You will learn how to use Python to accomplish many common scientific computing tasks: importing, exporting, and visualizing data; numerical analysis; etc.",https://freecomputerbooks.com/Modeling-and-Simulation-in-Python.html
 Introduction to Scientific Programming with Python,"This book offers an initial introduction to programming for scientific and computational applications using the Python programming language. The presentation style is compact and example-based, assuming little or no prior experience in programming.",https://freecomputerbooks.com/Introduction-to-Scientific-Programming-with-Python.html
 Python for Network Engineers (Natasha Samoylenko),"Everything in the book is focused on network equipment and interaction with it, using the Python programming language. This immediately makes it possible to use the knowledge gained in the daily work of network engineers.",https://freecomputerbooks.com/Python-for-Network-Engineers.html
 Programming for Computations - Python 3 Edition,This book outlines the shortest possible path from no previous experience with programming to a set of skills that allows students to write simple programs for solving common mathematical problems with numerical methods in the context.,https://freecomputerbooks.com/Programming-for-Computations-Python-3.6.html
 Computational Physics with Python (Eric Ayars),"This book provides an unusually broad survey of the topics of modern computational physics. Its philosophy is rooted in learning by doing, with new scientific materials as well as with the Python programming language.",https://freecomputerbooks.com/Computational-Physics-with-Python-by-Eric-Ayars.html
 Python Design Patterns (Brandon Rhodes),"Understand the structural, creational, and behavioral Python design patterns - this book will help you learn the core concepts of design patterns and the way they can be used to resolve software design problems using Python.",https://freecomputerbooks.com/Python-Design-Patterns.html
 O'Reilly® 20 Python Libraries You Aren't Using (But Should),"This book helps you explore some of the lesser known Python libraries and tools, including third-party modules and several extremely useful tools in the standard library that deserve more attention.",https://freecomputerbooks.com/20-Python-Libraries%20You-Are-Not-Using-But-Should.html
 O'Reilly® Think Bayes: Bayesian Statistics in Python,"If you know how to program, you're ready to tackle Bayesian statistics. With this book, you'll learn how to solve statistical problems with Python code instead of mathematical formulas, using discrete probability distributions rather than continuous mathematics.",https://freecomputerbooks.com/Think-Bayes-Bayesian-Statistics-Made-Simple.html
 How To Code in Python 3 (Lisa Tagliaferri),"This book is designed to bring developers and others who are anxious to learn Python up to speed quickly. You will learn warts, gotchas, best practices and hints that have been gleaned through the years in days.",https://freecomputerbooks.com/How-To-Code-in-Python-3.html
 Python Tutorial (Guido van Rossum),"This tutorial introduces the reader informally to the basic concepts and features of the Python language and system. This fast-paced, thorough introduction will have you writing programs, solving problems, and making things that work in no time.",https://freecomputerbooks.com/Python-Tutorial-by-Guido-van-Rossum.html
 How to Think Like a Computer Scientist: Learning with Python 3,"This book is an introduction to computer science using the Python programming language. It covers the basics of computer programming, including variables and values, functions, conditionals and control flow, program development and debugging.",https://freecomputerbooks.com/How-to-Think-Like-a-Computer-Scientist-Learning-with-Python.html
 The Coder's Apprentice: Learning Programming with Python 3,"This book is aimed at teaching Python 3 to students and teenagers who are completely new to programming, assumes no previous knowledge of programming on the part of the students, and contains numerous exercises to train their programming skills.",https://freecomputerbooks.com/The-Coders-Apprentice-Learning-Programming-with-Python-3.html
 Code Like a Pythonista: Idiomatic Python (David Goodger),This book is a thorough introduction to every feature of the Python language for programmers who are impatient to write production code. You'll dive deep into idiomatic Python patterns so you can write professional Python programs in no time.,https://freecomputerbooks.com/Code-Like-a-Pythonista-Idiomatic-Python.html
 Learn More Python 3 The Hard Way (Zed A. Shaw),This book of 52 hands-on projects is perfect for everyone who's written Python code but isn't yet comfortable taking new ideas all the way to finished software. Each project helps you build a key practical skill.,https://freecomputerbooks.com/Learn-Python-The-Hard-Way.html
" Create Graphical User Interfaces with Python (Laura Sach, et al)","This book is for everyone, from beginners to experienced Python programmers who want to explore graphical user interfaces (GUIs). There are ten fun projects for you to create, including a painting program, an emoji match game, and a stop-motion animation creator.",https://freecomputerbooks.com/Create-Graphical-User-Interfaces-with-Python.html
