Title,Description,urls
 Applied Statistics with R (David Dalpiaz),"This book provides an integrated treatment of statistical inference techniques in data science using the R Statistical Software. It provides a much-needed, easy-to-follow introduction to statistics and the R programming language.",https://freecomputerbooks.com/Applied-Statistics-with-R.html
 An Introduction to Statistical Learning: with Applications in R,"It provides an accessible overview of the field of statistical learning, an essential toolset for making sense of the vast and complex data sets that have emerged in fields ranging from biology to finance to marketing to astrophysics in the past twenty years.",https://freecomputerbooks.com/An-Introduction-to-Statistical-Learning.html
 An Introduction to Bayesian Thinking using R,It provides an introduction to Bayesian Inference in decision making without requiring calculus. It may be used on its own as an open-access introduction to Bayesian inference using R Programming for anyone interested in learning about Bayesian statistics.,https://freecomputerbooks.com/An-Introduction-to-Bayesian-Thinking.html
 Bayes Rules! An Introduction to Applied Bayesian Modeling using R,"An engaging, sophisticated, and fun introduction to the field of Bayesian statistics, it brings the power of modern Bayesian thinking, modeling, and computing to a broad audience. Integrates R code, including RStan modeling tools, bayesrules package.",https://freecomputerbooks.com/Bayes-Rules-An-Introduction-to-Applied-Bayesian-Modeling.html
 Bayes Factors for Forensic Decision Analyses with R,"This book provides a self-contained introduction to computational Bayesian statistics using R programming language. With its primary focus on Bayes factors supported by data sets, this book features an operational perspective, practical relevance, and applicability.",https://freecomputerbooks.com/Bayes-Factors-for-Forensic-Decision-Analyses-with-R.html
 Advanced Data Analysis using R (Cosma R. Shalizi),"This is a textbook on data analysis methods, intended for advance undergraduate students who have already taken classes in probability, mathematical statistics, and linear regression. All examples implemented using R.",https://freecomputerbooks.com/Advanced-Data-Analysis-from-an-Elementary-Point-of-View.html
" Introduction to Statistical Thinking, with R, without Calculus","This is an introduction to statistics, with R, without calculus, for students who are required to learn statistics, students with little background in mathematics and often no motivation to learn more.",https://freecomputerbooks.com/Introduction-to-Statistical-Thinking.html
 Linear Regression Using R: An Introduction to Data Modeling,"This book presents one of the fundamental data modeling techniques in an informal tutorial style. Learn how to predict system outputs from measured data using a detailed step-by-step process to develop, train, and test reliable regression models.",https://freecomputerbooks.com/Linear-Regression-Using-R.html
 Exploratory Data Analysis with R (Roger D. Peng),This book covers the essential exploratory techniques for summarizing data with R. These techniques are typically applied before formal modeling commences and can help inform the development of more complex statistical models.,https://freecomputerbooks.com/Exploratory-Data-Analysis-with-R.html
 Learning Statistics with R (Daniel Navarro),"This book takes you on a guided tour of software development with R, from basic types and data structures to advanced topics like closures, recursion, and anonymous functions. No statistical knowledge is required.",https://freecomputerbooks.com/Learning-Statistics-with-R.html
" Text Mining with R: A Tidy Approach (Julia Silge, et al)","You'll explore text-mining techniques with tidytext, a package that authors developed using the tidy principles behind R packages like ggraph and dplyr. You'll learn how tidytext and other tidy tools in R can make text analysis easier and more effective.",https://freecomputerbooks.com/Text-Mining-with-R-A-Tidy-Approach.html
 Advanced R Programming (Hadley Wickham),This book presents useful tools and techniques for attacking many types of R programming problems. It not only helps current R users become R programmers but also shows existing programmers what's special about R.,https://freecomputerbooks.com/Advanced-R-by-Hadley-Wickham.html
 R for Beginners (Sasha D. Hafner),The objective of this book is to introduce participants to the use of R for data manipulation and analysis. It is intented for individuals with little or no prior experience in R. The topics that are covered are the most important for getting started with R.,https://freecomputerbooks.com/R-for-Beginners.html
 Just Enough R: Learn Data Analysis with R in a Day (S. Raman),Learn R programming for data analysis in a single day. The book aims to teach data analysis using R within a single day to anyone who already knows some programming in any other language.,https://freecomputerbooks.com/Just-Enough-R.html
 The R Inferno (Patrick Burns),"This book is an essential guide to the trouble spots and oddities of R. In spite of the quirks exposed here, R is the best computing environment for most data analysis tasks. If you are using spreadsheets to understand data, switch to R.",https://freecomputerbooks.com/The-R-Inferno.html
 The Art of R Programming: A Tour of Statistical Software Design,"A guided tour of software development with R, from basic types and data structures to advanced topics like closures, recursion, and anonymous functions. No statistical knowledge is required, and your programming skills can range from hobbyist to pro.",https://freecomputerbooks.com/The-Art-of-R-Programming-Matloff-Norman.html
 A Step-by-Step R Tutorial: Applications and Programming,This book has a two-fold aim: to learn the basics of R and to acquire basic skills for programming efficiently in R. Emphasis is on converting ideas about analysing data into useful R programs.,https://freecomputerbooks.com/A-Step-by-Step-R-Tutorial.html
 Analyzing Linguistic Data: Introduction to Statistics using R,"A straightforward introduction to the statistical analysis of language, designed for those with a non-mathematical background. Using the leading statistics programme 'R'. Suitable for all those working with quantitative language data.",https://freecomputerbooks.com/Analyzing-Linguistic-Data-Introduction-Statistics-Using-R.html
 Statistical Foundations of Machine Learning using R,This book aims to present the statistical foundations of machine learning intended as the discipline which deals with the automatic design of models from data. All the examples are implemented in the statistical programming language R.,https://freecomputerbooks.com/Statistical-Foundations-of-Machine-Learning.html
 Statistics with R (Vincent Zoonekynd),"This book provides an elementary-level introduction to R, targeting both non-statistician scientists in various fields and students of statistics.",https://freecomputerbooks.com/Statistics-with-R-by-Vincent-Zoonekynd.html
 Introduction to Probability and Statistics Using R (G. Jay Kerns),This is a textbook for an undergraduate course in probability and statistics. Calculus and some linear algebra knowledge is required.,https://freecomputerbooks.com/Introduction-to-Probability-and-Statistics-Using-R.html
 R Succinctly (Barton Poulson),Begin developing your mastery of the powerful R programming language. Become comfortable with the R environment and learn how to find ways for R to fulfill your data needs.,https://freecomputerbooks.com/R-Succinctly.html
 Using R for Data Analysis and Graphics (J H Maindonald),"This book guides users through the practical, powerful tools that the R system provides. The emphasis is on hands-on analysis, graphical display, and interpretation of data.",https://freecomputerbooks.com/Using-R-for-Data-Analysis-and-Graphics.html
 An Introduction to R: A Programming Environment for Data Analysis,"This tutorial manual provides a comprehensive introduction to R, an open source software package for statistical computing and graphics",https://freecomputerbooks.com/An-Introduction-to-R.html
" Applied Spatial Data Analysis with R (Roger S. Bivand, et al)","It presents R packages, functions, classes and methods for handling spatial data, and showcases more specialised kinds of spatial data analysis, including spatial point pattern analysis, interpolation and geostatistics, areal data analysis and disease mapping.",https://freecomputerbooks.com/Applied-Spatial-Data-Analysis-with-R.html
" A Handbook of Statistical Analyses Using R (Brian S. Everitt, et al)","This book is the perfect guide for newcomers as well as seasoned users of R who want concrete, step-by-step guidance on how to use the software easily and effectively for nearly any statistical analysis.",https://freecomputerbooks.com/A-Handbook-of-Statistical-Analyses-Using-R.html
 Using R for Introductory Statistics (John Verzani),This book lays the foundation for further study and development in statistics using R - an ideal text for integrating the study of statistics with a powerful computational tool.,https://freecomputerbooks.com/Using-R-for-Introductory-Statistics.html
" Exploring Data Science (Nina Zumel, et al)","This book introduces readers to various areas in data science and explains which methodologies work best for each, with practical examples in R, Python, and other languages.",https://freecomputerbooks.com/Exploring-Data-Science.html
 Rails on Containers (Katherine Juell),"You'll learn how to develop a full-stack application using Ruby on Rails and PostgreSQL with Sidekiq, and how to manage them all - first with Docker, then with Docker Compose, and finally with Kubernetes.",https://freecomputerbooks.com/Rails-on-Containers.html
 Programming Ruby: The Pragmatic Programmers' Guide,"This book is the only complete reference for the very latest version of Ruby. An acclaimed tutorial on using Ruby. Complete documentation of all built-in classes, modules, and methods. Complete descriptions of all 97 standard libraries.",https://freecomputerbooks.com/Programming-Ruby-The-Pragmatic-Programmers-Guide.html
 Essential Ruby (Krzysztof Kowalczyk),This book provides clear and concise explanation of topics for programmers both starting to learn the Ruby programming language as well as those diving in more complex topics. Examples are linked to online playground that allows you to play with them.,https://freecomputerbooks.com/Essential-Ruby.html
" Learn to Program (in Ruby), Second Edition (Chris Pine)","Teach you how to program. You'll learn to use your computer better, to get it to do what you want it to do. Starting with small, simple one-line programs to calculate your age in seconds, you'll see how to advance to fully structured, real programs.",https://freecomputerbooks.com/Learn-Ruby-The-Hard-Way.html
 Ruby Data Structures and Algorithms (Christopher Fox),"This book is a concise introduction to data structures and algorithms in Ruby. Data structures are presented in a container hierarchy that includes stacks and queues as non-traversable dispensers, and lists, sets, and maps as traversable collections.",https://freecomputerbooks.com/I-Love_Ruby-by-Karthikeyan.html
 Ruby Programming (Wikibooks),"You will find the fundamental aspects of the Ruby programming language. It will explain theories and lessons through detailed instructions and practical examples. You'll learn how to get Ruby, how to write Ruby statements, and how to use this language in creating your own programs.",https://freecomputerbooks.com/Developing-Games-With-Ruby.html
 Using Blocks in Ruby: A Brain-Friendly Report (Jay McGavren),"With this book, you'll learn about blocks by looking at each concept from different angles. Exercises throughout will help you understand and remember how these closure-like structures work.",https://freecomputerbooks.com/Essential-Ruby-On-Rails.html
 Learn Ruby the Hard Way: A Simple and Idiomatic Introduction,"In this book, you'll learn Ruby by working through 52 brilliantly crafted exercises. As you do, you'll learn how software works; what good programs look like; how to read, write, and think about code; and how to find and fix your mistakes using tricks professional programmers use.",https://freecomputerbooks.com/Ruby-on-Rails-Tutorial.html
 I Love Ruby (Karthikeyan A K),"With this unique hands-on learning experience, you'll discover how Ruby takes care of all the details for you, so you can simply have fun and get more done with less code. This book is written for GNU/Linux users.",https://freecomputerbooks.com/APIs-on-Rails-Building-REST-APIs-with-Rails.html
 Developing Games With Ruby (Tomas Varaneckas),"If you have a little experience programming in Ruby, then you're ready to start making your own video games. In this book you'll learn concepts such as animation, keyboard and mouse movement, sounds and music, and physics as you build exciting games.",https://freecomputerbooks.com/Ruby-Hacking-Guide.html
 Essential Ruby On Rails (Krzysztof Kowalczyk),This book provides clear and concise explanation of topics for programmers both starting to learn the Ruby On Rails programming as well as those diving in more complex topics. Examples are linked to online playground that allows you to play with them.,https://freecomputerbooks.com/Ruby-Essentials.html
 Ruby on Rails Tutorial: Learn Web Development with Rails,Leading Rails developer Michael Hartl teaches Rails by guiding you through the development of your own complete sample application using the latest techniques in Rails web development.,https://freecomputerbooks.com/Rails-Deep-Dive.html
 APIs on Rails - Building REST APIs with Rails (Abraham Kuri),"This book is a tutorial on steroids on how to buid your next API with Rails. The goal of this book is to provide an answer on how to develop a RESTful API following the best practices out there, along with the author's own experience.",https://freecomputerbooks.com/Objects-on-Rails.html
 Ruby Hacking Guide (Minero Aoki),"The Ruby Hacking Guide is a book that explains how the ruby interpreter (the official C implementation of the Ruby language) works internally. To fully understand it, you need a good knowledge of C and Ruby.",https://freecomputerbooks.com/The-Bastards-Book-of-Ruby.html
 Ruby Essentials (Neil Smyth),"This book provides a concise and easy to follow guide to learning Ruby. Everything from installing Ruby and the basics of the language through to topics such as arrays, file handling and object-oriented programming are covered.",https://freecomputerbooks.com/Clever-Algorithms.html
 Rails Deep Dive (Glenn Goodrich),"This book will guide you in creating a Rails application. It will focus on setting your system up properly and will fly a little lower than the typical 50,000 foot level of many tutorials.",https://freecomputerbooks.com/Little-Ruby-Book.html
 Objects on Rails (Avdi Grimm),"This is a developer's notebook documenting some guidelines, techniques, and ideas for applying classic object-oriented thought to Ruby on Rails applications. The focus is on pragmatic solutions of the Rails golden path, and rigid OO purity.",https://freecomputerbooks.com/Data-Structures-and-Algorithms-with-Object-Oriented-Design-Patterns-in-Ruby.html
 The Bastards Book of Ruby (Dan Nguyen),"This is an introduction to programming and its practical uses for journalists, researchers, scientists, analysts, and anyone else whose job is to seek out, make sense from, and show the hard-to-find data.",https://freecomputerbooks.com/Swift-for-Ruby-Developers.html
 Clever Algorithms: Nature-Inspired Programming Recipes in Ruby,"The book describes 45 algorithms from the field of Artificial Intelligence. All algorithm descriptions are complete and consistent to ensure that they are accessible, usable and understandable by a wide audience.",https://freecomputerbooks.com/Clever-Algorithms.html
 Mr. Neighborly's Humble Little Ruby Book (Jeremy McAnally),"It covers the base syntax of the language, including working with values, flow control, and object oriented programming, into some of the library functionality of Ruby, such as databases, web services, and string manipulation.",https://freecomputerbooks.com/Little-Ruby-Book.html
 Data Structures and Algorithms with OPP Design Patterns in Ruby,It promotes object-oriented design using Ruby and illustrates the use of the latest object-oriented design patterns. Virtually all the data structures are discussed in the context of a single class hierarchy.,https://freecomputerbooks.com/Data-Structures-and-Algorithms-with-Object-Oriented-Design-Patterns-in-Ruby.html
 Swift for Ruby Developers: An Tutorial Introduction,"Written for programmers with a background in Ruby, this book explore the new Swift language in depth. The code examples feature syntax shading, code highlighting, rich commenting, line-by-line code walkthroughs and live program outputs.",https://freecomputerbooks.com/Swift-for-Ruby-Developers.html
 O'Reilly® MacRuby: The Definitive Guide: Ruby and Cocoa on OS X,"This book is an introduction to MacRuby. MacRuby is Apple's implementation of the Ruby programming Language. More precisely, it is a Ruby implementation that uses the well known and proven Objective-C runtime.",https://freecomputerbooks.com/MacRuby-The-Definitive-Guide.html
 O'Reilly® Rails 3 in a Nutshell: A Desktop Quick Reference,"The book provides you with a concise yet thorough introduction to the framework, an overview of commands and configurations, and a comprehensive reference to every method - all in one handy, easy-to-use reference.",https://freecomputerbooks.com/Rails-in-a-Nutshell.html
 The Book of Ruby: A Hands-On Guide for the Adventurous,"While other books focus on Ruby's trendier features, this book reveals the secret inner workings of one of the world's most popular programming languages, teaching you to write clear, maintainable code.",https://freecomputerbooks.com/the-book-of-ruby.html
 O'Reilly® Ruby Best Practices (Gregory T Brown),"This concise book explains how to design beautiful APIs and domain-specific languages with Ruby, as well as how to work with functional programming ideas and techniques that can simplify your code and make you more productive.",https://freecomputerbooks.com/Ruby-Best-Practices.html
 Ruby on Rails Security Guide (OWASP Foundation),"This is the one and only source of information about Rails security topics, and I keep the community up-to-date with blog posts and conference talks in Europe. The Guide and the Project has been mentioned in several Rails books and web-sites.",https://freecomputerbooks.com/Ruby-on-Rails-Security-Guide.html
" Getting Real: The Smarter, Faster, Easier Way to Build a Web","This is not a technical book or a design tutorial, it's a book of ideas. Anyone working on a web app - including entrepreneurs, designers, programmers, executives, or marketers - will find value and inspiration. It uses Ruby on Rails.",https://freecomputerbooks.com/Getting-Real.html
 Modern C (Jens Gustedt),"Take your C programming skills to new heights, whether you're just starting out with C or have more extensive experience. Organized by level, this comprehensive guide lets you jump in where it suits you best while still reaping the maximum benefits.",https://freecomputerbooks.com/Modern-C-by-Jens-Gustedt.html
 Build Your Own Redis with C/C++ (James Smith),Learn network programming and data structures by building a Redis-like server from scratch with C/C++. The knowledge required is broader and deeper than usual application-level development.,https://freecomputerbooks.com/Build-Your-Own-Redis-with-C-and-Cpp.html
 Beej's Guide to C Programming (Brian Hall),"This book introduces you to the most commonly used programming language, for computer users who would want to have an idea what is happening behind the scenes as they work with various computer programs.",https://freecomputerbooks.com/Beej-Guide-to-C-Programming.html
 O'Reilly® Using C on the UNIX System (David A. Curry),"This book provides a thorough introduction to the UNIX system call libraries. It is aimed at programmers who already know C, but who want to take full advantage of the UNIX programming environment.",https://freecomputerbooks.com/UNIX-Systems-Programming-for-SVR4.html
 Introduction to C and GUI Programming (Simon Long),"This book is an introduction to C, and covers the basics of writing simple command-line programs. It also shows how to use the GTK user interface toolkit with C to create feature-rich GUI applications which can be run on the desktop.",https://freecomputerbooks.com/Introduction-to-C-and-GUI-Programming.html
 Deep C (and C++) by Olve Maudal and Jon Jagger,"We will study small code snippets in C and C++, and use them to discuss the fundamental building blocks, limitations and underlying design philosophies of these wonderful but dangerous programming languages.",https://freecomputerbooks.com/Deep-C-and-Cpp.html
 Programming Persistent Memory: A Comprehensive Guide,"The book explains fundamental concepts, provides an introduction to Persistent Memory programming APIs for C, C++, JavaScript, and other languages, discusses RMDA with persistent memory; reviews security features; and presents many examples.",https://freecomputerbooks.com/Programming-Persistent-Memory.html
 Notes on Data Structures and Programming Techniques in C,"There are two purposes to this book: to teach you to program in the C programming language, and to teach you how to choose, implement, and use data structures and standard programming techniques.",https://freecomputerbooks.com/Notes-on-data-structures-and-programming-techniques.html
" The C Book: Featuring the ANSI C Standard, 2nd Edition","This book presents an introduction to the C programming language, featuring a structured approach and aimed at professionals and students with some experience of high-level languages, includes highlights of common traps and pitfalls in C programming.",https://freecomputerbooks.com/The_C_Book_Featuring_the_ANSI_C_Standard.html
 Learn to Code with C (Simon Long),"This book is an introduction to programming in C for absolute beginners; you don’t need any previous programming experience, and a Raspberry Pi running Raspbian is all you need to get started.",https://freecomputerbooks.com/Learn-to-Code-with-C.html
" The Art and Craft of Programming, C Edition (John C. Lusth)","This book is designed to be used as the primary textbook in a college-level first course in computing. It takes a fairly traditional approach, emphasizing problem solving, design, and programming as the core skills of computer science.",https://freecomputerbooks.com/The-Art-and-Craft-of-Programming-Python-Edition.html
 Object-Oriented Programming with ANSI-C (A. Schreiner),"This book is not going to praise object-oriented programming or condemn the Old Way. It's simply going to use ANSI-C to discover how object-oriented programming is done, what its techniques are, why they help us solve bigger problems,",https://freecomputerbooks.com/object-oriented-programming-with-ansi-c.html
" A Book on C: Programming in C (Al Kelley, et al.)","The C language is demonstrated with numerous examples and extensive exercises that guide readers through each concept. Step-by-step ""dissections"" of program code reveal the underlying logic of the programs and include in-depth implementation details.",https://freecomputerbooks.com/A-Book-on-C-Programming-in-C.html
 Extreme C (Kamran Amini),"This book will teach you to use C's advanced low-level power to write effective, efficient systems. This intensive, practical guide will help you become an expert C programmer. The book is essential for anybody who wants to take their C to the next level.",https://freecomputerbooks.com/Extreme-C-by-Kamran-Amini.html
 Practical C (Mark Hharrison),This book is a collection of ideas and techniques written for both the newcomer to the C programming language and the experienced C programmer who wishes to get the most from an implementation of the language on a personal computer.,https://freecomputerbooks.com/Practical-C-Programming-by-Mark-Hharrison.html
 Learning C with Pebble (Mike Jipping),"The book teaches how to program using the C programming language. It has ""project"" exercises: complete Pebble smartwatch applications that give you code to start, ask you to make changes, and give you a solution so you can compare with answers.",https://freecomputerbooks.com/Learning-C-with-Pebble.html
 Scientific Programming and Computer Architecture,"The book digs into linkers, compilers, operating systems, and computer architecture to understand how the different parts of the computer interact with programs. It begins with a review of C/C++ and explanations of how libraries, linkers, and Makefiles work.",https://freecomputerbooks.com/Scientific-Programming-and-Computer-Architecture.html
 How To Think Like A Computer Scientist: C Version,"The topic of programming in the C language is vast, and the content selection represents a carefully selected minimal set of chapters which is both manageable for first-time programmers and a good basis for further growth.",https://freecomputerbooks.com/How-To-Think-Like-A-Computer-Scientist-C-Version.html
" Functional C (Pieter Hartel, Henk Muller )","It teaches how to program in C, assuming that the student has already learnt how to formulate algorithms in a functional style. Students will become a better C programmer, capable of writing programs that are easier to comprehend, maintain, etc.",https://freecomputerbooks.com/Functional-C.html
 A to Z of C: The Evolving Book on C/DOS/Turbo C Programming,"This a book on C/DOS programming It is intended to provide the cheapest and best C/DOS programming book to who cannot afford to buy costlier books. Written to open many secrets of C, it also introduces various approaches to solve different problems.",https://freecomputerbooks.com/A-to-Z-of-C.html
 C Programming Language and Software Design (Tim Bailey),"You'll learn how to create algorithms and pseudocode to think through and design programs; translate your designs and plans into working C programs; write, compile, test, and debug your code; use data types, arrays, pointers, strings, file operations.",https://freecomputerbooks.com/C-Programming-Language-and-Software-Design.html
" Programming in C (Bharat Kinariwala, et al)","Simply put, this is a book for programmers, learners taking other computer courses, and other computer users who would like to be versed with the workings of the most popular computer language, C.",https://freecomputerbooks.com/Programming-in-C.html
 C Programming (Wikibook),"This book represents a comprehensive look at the C programming language and its features. Basic computer literacy is assumed, but no special knowledge is needed. It takes you through basic programming concepts and shows you how to implement them in C.",https://freecomputerbooks.com/C-Programming-Wikibook.html
 C Programming in Linux (David Haskins),"This book will give you an interesting glimpse into a powerful lower-level world, using a series of web development examples. It explains how to write and compile C programs for the Linux operating system, introduces operators for manipulating C expressions, etc.",https://freecomputerbooks.com/C-Programming-in-Linux.html
 The New C Standard: An Economic and Cultural Commentary,"This book is about the latest version of the C Standard, ISO/IEC 9899:2000 plus TC1 and TC2. It is structured as a detailed, systematic analysis of that entire standard. This book is driven by existing developer practices, not ideal developer practices.",https://freecomputerbooks.com/The-New-C-Standard.html
" C Programming Tutorial, 4th Edition (K&R Version), by Mark Burgess","This book is a tutorial. Its aim is to teach C to a beginner, but with enough of the details so as not be outgrown as the years go by. It presumes that you have some previous aquaintance with programming.",https://freecomputerbooks.com/C-Programming-Tutorial-by-Mark-Burgess.html
 Programming in C - UNIX System Calls and Subroutines Using C,This book is guide to UNIX software development in C for professional programmers and students. It focuses on the UNIX system call interface - concentrates on a detailed study of the UNIX system call interface.,https://freecomputerbooks.com/Programming-in-C-UNIX-System-Calls-and-Subroutines-using-C.html
 88 C Programs (JT Kalnay),"This free book contains 88 C programs used to teach C programming - a typical ""learning by examples"" book. It is designed with beginners in mind and perfectly suitable for intermediate C programmers",https://freecomputerbooks.com/88-C-Programs.html
 Compiler Design in C (Allen I. Holub),"It teaches real-world compiler design concepts and implementation, with the basics of compiler design, concentrating on the second pass (in a typical four-pass compiler), consisting of a lexical analyzer, parser, and a code generator, etc.",https://freecomputerbooks.com/Compiler-Design-in-C.html
 Essential C (Krzysztof Kowalczyk),This book provides clear and concise explanation of topics for programmers both starting to learn the C Programming Language as well as those diving in more complex topics. Examples are linked to online playground that allows you to play with them.,https://freecomputerbooks.com/Essential-C.html
 An Introduction to GCC: for the GNU Compilers GCC and G++,"This book provides a complete tutorial introduction to the GNU C/C++ compilers, gcc and g++. GCC is the defacto compiler collection for hundreds of thousands of open source and commercial projects worldwide, and is the standard compiler for academic programs.",https://freecomputerbooks.com/An-Introduction-to-GCC.html
 How to Make a Computer Operating System Using C/C++,"This book is about how to write a computer operating system in C/C++ from scratch. The goal is to build a very simple UNIX-based operating system, not just a 'proof-of-concept'. The OS should be able to boot, start a userland shell, and be extensible.",https://freecomputerbooks.com/How-to-Make-a-Computer-Operating-System-by-Samy-Pesse.html
 C Elements of Style: Style Manual for Elegant C and C++ Programs,"This handy guide covers the principals of good programming style, teaching C and C++ programmers how to write code that can be easily read, understood, and maintained by others. Many tips and techniques for constructing elegant, reliable code.",https://freecomputerbooks.com/C-Elements-of-Style.html
" Foundations of Computer Science, C Edition (Al Aho, et al)","This textbook combines the theoretical foundations of computing with essential discrete mathematics. It shows you how to use such essential data structures as lists, stacks, queues, sets, trees, heaps, priority queues, and graphs.",https://freecomputerbooks.com/Foundations-of-Computer-Science-C-Edition.html
 Memory Management: Algorithms and Implementations in C/C++,This book presents several concrete implementations of garbage collection and explicit memory management algorithms. Find out how memory is managed at the hardware level by the processor.,https://freecomputerbooks.com/Memory-Management-Algorithms-and-Implementations-in-C-Cpp.html
 What Every Programmer Should Know About Memory,"This document explains the structure of memory subsystems in use on modern commodity hardware, illustrating why CPU caches were developed, how they work, and what programs should do to achieve optimal performance by utilizing them.",https://freecomputerbooks.com/What-Every-Programmer-Should-Know-About-Memory.html
" Pointers and Memory (Nick Parlante, et al.)","This is an introduction to programming with pointers and memory in C, C++ and other languages. Explains how pointers and memory work and how to use them -- from the basic concepts through all the major programming techniques.",https://freecomputerbooks.com/Pointers-and-Memory.html
" Programming Pearls, 2nd Edition (Jon Bentley)","This book is a collection of essays about a glamorous aspect of software: programming pearls whose origins lie beyond solid engineering, in the realm of insight and creativity. Implementations of all the programs, in C or C++, are now available on the Web.",https://freecomputerbooks.com/Programming-Pearls-2nd-Edition.html
 C Programming for Arduino (Julien Bayle),This free 512 page Arduino eBook covers everything you need to know to start wiring and coding your own Arduino projects. You’ll learn C/C++ and how to work with different types of firmware for your Arduino.,https://freecomputerbooks.com/C-Programming-for-Arduino.html
 Embedded Controllers Using C and Arduino (James Fiore),"This text is designed to introduce and expand upon material related to the C programming language and embedded controllers, and specifically, the Arduino development system and associated Atmel ATmega microcontrollers.",https://freecomputerbooks.com/Embedded-Controllers-Using-C-and-Arduino.html
 Programming Embedded Systems in C and C++ (Michael Barr),"The techniques and code examples presented here are directly applicable to real-world embedded software projects of all sorts. Even if you've done some embedded programming before, you'll still benefit from this book.",https://freecomputerbooks.com/Programming-Embedded-Systems-in-C-and-Cpp.html
 ANSI C for Programmers on UNIX Systems (Tim Love),"This document aims to introduce C by providing and explaining examples of common programming tasks, and to enable the reader to learn from available source code by clarifying common causes of incomprehension.",https://freecomputerbooks.com/ANSI-C-for-Programmers-on-UNIX-Systems.html
" The C Programming Language, 2nd Edition ©1988 (Brian Kernighan)",Just about every C programmer I respect learned C from this book. And it was written by Kernighan himself. Need we say more?,https://freecomputerbooks.com/The-C-Programming-Language.html
 Build Your Own Lisp (Daniel Holden),"In this book you'll learn the C programming language, and at the same time learn how to build your very own programming language, a minimal Lisp, in under 1000 lines of code, and in doing so learn how to program in C.",https://freecomputerbooks.com/Build-Your-Own-Lisp.html
 Haskell Tutorial for C Programmers (Eric Etheridge),"This book is written to introduce Haskell for programmers of imperative languagues, including C, C++, Java, Python, and Pascal, etc.",https://freecomputerbooks.com/Haskell-Tutorial-for-C-Programmers.html
 Linkers and Loaders (John R. Levine),"Written for any programmer who works with compiled code, this book surveys today's hardware platforms with a tour of how code is linked and executed.",https://freecomputerbooks.com/Linkers-and-Loaders.html
 Code Connected Volume 1: Learning ZeroMQ (Pieter Hintjens),"This book takes you through learning ZeroMQ, step-by-step, with over 80 examples. You will learn the basicsthe API, the different socket types and how they work, reliability, and advanced other topics. This is the Professional Edition for C/C++.",https://freecomputerbooks.com/Code-Connected-Volume-1-Learning-ZeroMQ.html
 C++ For C Programmers (JT Kalnay),A textbook of C++ examples intended for C programmers. It is a transition tool for C programmers.,https://freecomputerbooks.com/Cpp-For-C-Programmers.html
 GNU Make: A Program for Directed Compilation,"This book will show you how to write your own makefiles. It provides a complete explanation of Make, both the basics and extended features. There is also a convenient Quick Reference appendix for experts.",https://freecomputerbooks.com/GNU-Make-A-Program-for-Directed-Compilation.html
 PIC Microcontrollers - Programming in C (Milan Verle),"This book provides a step-by-step guide to programming these microcontrollers (MCUs) with the C programming language. It is the perfect for entry into this world for engineers who have not worked with PICs, new professionals, students, and hobbyists.",https://freecomputerbooks.com/PIC-Microcontrollers-Programming-in-C.html
 Financial Applications using Excel Add-in in C/C++ (Dalton),This is the only complete how-to guide and reference book for the creation of high performance add-ins for Excel in C and C++ for users in the finance industry.,https://freecomputerbooks.com/Financial-Applications-using-Excel-Add-in-Development-in-C-Cpp.html
 Programming Embedded Systems using C (Mikael J. Pont),A book designed for programmers with desktop experience in C. Key techniques required in all embedded systems are covered in detail.,https://freecomputerbooks.com/Programming-Embedded-Systems-using-C.html
 The GNU C Programming Tutorial (Mark Burgess),"This book is a tutorial for the computer programming language C, using GNU C Library. You should have access to a computer running a GNU system such as GNU/Linux. It introduces basic ideas in a logical order and progresses steadily.",https://freecomputerbooks.com/The-GNU-C-Programming-Tutorial.html
 GNU C Library Application Fundamentals (Sandra Loosemore),"A comprehensive guide to implementing the standard C libraries which are both POSIX & OPEN/X compliant. Contains the most commonly used functions: opening, reading, and closing files; screen I/O; performing math; character and string manipulation; etc.",https://freecomputerbooks.com/gnu-c-library-application-fundamentals.html
 GTK+/Gnome Application Development (Havoc Pennington),This book is for the reader who is conversant with the C programming language and UNIX/Linux development. It provides detailed and solution-oriented information designed to meet the needs of programmers and application developers using the GTK+/Gnome libraries.,https://freecomputerbooks.com/GTK-Gnome-Application-Development.html
 Conceptive C (Harry McGeough),Conceptive C is an AI programming Language based on Objective-C and C Language. It is a superset of both languages and is designed to work with Apple Mac OS X and iOS.,https://freecomputerbooks.com/Conceptive-C.html
 Introduction to Programming for Image Analysis with VTK/C/C++,Provide sufficient introductory material for engineering graduate students with background in programming in C and C++ to acquire the skills to leverage modern open source toolkits in medical image analysis and visualization.,https://freecomputerbooks.com/Introduction-to-Programming-for-Image-Analysis-with-VTK.html
 O'Reilly® Managing Projects with GNU Make (Mecklenburg),"It provides guidelines on meeting the needs of large, modern projects. It also covers advanced topics such as portability, parallelism, and use with Java.",https://freecomputerbooks.com/Managing-Projects-with-GNU-Make.html
 Excel Add-in Development in C/C++: Applications in Finance,"For anyone who wants to do any application development in Excel. Even for an old hand at Excel development, a brief skim through reveals valuable nuggets of information.",https://freecomputerbooks.com/Excel-Add-in-Development-in-C-Cpp.html
